dataset,unit,method,endpoint,value
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.61909944664062155
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.2103297164631891
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,neural_causal_skill_mean,-0.010646643668211775
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,behavior_causal_skill_mean,0.76146914396126142
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,neural_effect_nrmse_mean,0.17289101800502363
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,behavior_effect_nrmse_mean,0.19698639592956402
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,neural_treated_nrmse_mean,1.0102612067057264
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,behavior_treated_nrmse_mean,0.60517475127264553
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,latent_effect_skill_affine_gauge_mean,0.57752995372765659
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,latent_treated_r2_affine_gauge_mean,0.5409794052721637
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,shared_vector_field_r2_affine_gauge_mean,0.42922216867920415
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,shared_vector_field_cosine_affine_gauge_mean,0.6889397441488444
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,shared_operator_linear_cka_affine_gauge_mean,0.99886771814574393
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,linear,query_coordinate_fraction_outside_normal_rollout_range,0.14444444444444443
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_condition_averaged_causal_skill_mean,0.014101311908561898
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_condition_averaged_causal_skill_mean,0.75728904687632748
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_pathwise_mean_causal_skill_mean,-0.049261963923459495
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_pathwise_mean_causal_skill_mean,0.74677009331831801
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.64020369788696796
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.2208403770541737
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_causal_skill_mean,0.0029508526723505124
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_causal_skill_mean,0.75180590173751416
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_effect_nrmse_mean,0.17172401963053022
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_effect_nrmse_mean,0.20093688999520071
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_treated_nrmse_mean,1.0091103380830289
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_treated_nrmse_mean,0.73249757410793948
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,latent_effect_skill_affine_gauge_mean,0.5508001668280913
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,latent_treated_r2_affine_gauge_mean,0.5777059452205715
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,shared_vector_field_r2_affine_gauge_mean,0.39517903826433687
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,shared_vector_field_cosine_affine_gauge_mean,0.66350996286126107
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,shared_operator_linear_cka_affine_gauge_mean,0.99868411370941956
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed,query_coordinate_fraction_outside_normal_rollout_range,0.07407407407407407
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_condition_averaged_causal_skill_mean,0.12966050991153211
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_condition_averaged_causal_skill_mean,0.75728904687632748
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_pathwise_mean_causal_skill_mean,0.067704566200137428
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_pathwise_mean_causal_skill_mean,0.74677009331831801
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.64020369788696796
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.2208403770541737
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_causal_skill_mean,0.025124667580859184
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_causal_skill_mean,0.75180590173751416
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_effect_nrmse_mean,0.1698037601938065
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_effect_nrmse_mean,0.20093688999520071
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_treated_nrmse_mean,1.036120146235987
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_treated_nrmse_mean,0.73249757410793948
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,latent_effect_skill_affine_gauge_mean,0.5508001668280913
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,latent_treated_r2_affine_gauge_mean,0.5777059452205715
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,shared_vector_field_r2_affine_gauge_mean,0.39517903826433687
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,shared_vector_field_cosine_affine_gauge_mean,0.66350996286126107
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,shared_operator_linear_cka_affine_gauge_mean,0.99868411370941956
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_native_decoder,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_condition_averaged_causal_skill_mean,0.0010480741123439774
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_condition_averaged_causal_skill_mean,0.71705931607955931
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_pathwise_mean_causal_skill_mean,0.0040832683216277532
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_pathwise_mean_causal_skill_mean,0.70052363772564141
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,gauge_true_h_neural_pathwise_mean_causal_skill_mean,-0.53912304843736747
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,gauge_true_h_neural_condition_averaged_causal_skill_mean,-0.2140192559001648
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_causal_skill_mean,0.00022629215076030995
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_causal_skill_mean,0.71176808656449131
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_effect_nrmse_mean,0.17195848815788975
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_effect_nrmse_mean,0.21653842990048219
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_treated_nrmse_mean,1.4587963089542362
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_treated_nrmse_mean,0.92200083429944435
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,latent_effect_skill_affine_gauge_mean,-0.48792039278892152
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,latent_treated_r2_affine_gauge_mean,-0.9131783464430907
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,shared_vector_field_r2_affine_gauge_mean,-0.70525409606833978
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,shared_vector_field_cosine_affine_gauge_mean,-0.69748050584415855
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,shared_operator_linear_cka_affine_gauge_mean,0.99884279021780398
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_adaptation,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_condition_averaged_causal_skill_mean,0.014216736646460837
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_condition_averaged_causal_skill_mean,0.75769404591635947
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_pathwise_mean_causal_skill_mean,-0.049026035889150776
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_pathwise_mean_causal_skill_mean,0.74722518839919427
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.6405560567093429
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.22083697673771119
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_causal_skill_mean,0.0029748808843088614
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_causal_skill_mean,0.75222086742407979
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_effect_nrmse_mean,0.17172195040153926
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_effect_nrmse_mean,0.20076884249395746
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_treated_nrmse_mean,1.0091486382456387
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_treated_nrmse_mean,0.72940771150764383
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,latent_effect_skill_affine_gauge_mean,0.55114057908782987
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,latent_treated_r2_affine_gauge_mean,0.58148062672971412
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,shared_vector_field_r2_affine_gauge_mean,0.39517903826433687
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,shared_vector_field_cosine_affine_gauge_mean,0.66350996286126107
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,shared_operator_linear_cka_affine_gauge_mean,0.99868411370941956
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,proposed_no_target_residual,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,gauge_true_h_neural_condition_averaged_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_causal_skill_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_effect_nrmse_mean,0.17197794788870366
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_effect_nrmse_mean,0.40333318048393818
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_treated_nrmse_mean,1.0091795416406255
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_treated_nrmse_mean,0.74457632754087733
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,latent_effect_skill_affine_gauge_mean,0
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,latent_treated_r2_affine_gauge_mean,0.51637139366949314
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_observation_oracle_causal_skill_mean,0.063088167705934839
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,neural_condition_averaged_oracle_causal_skill_mean,0.2934198518922021
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-02-8c3bf4411ed2,zero_effect,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_condition_averaged_causal_skill_mean,-0.02928432532137526
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_condition_averaged_causal_skill_mean,0.85064592616227841
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_pathwise_mean_causal_skill_mean,-0.088010525129881945
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_pathwise_mean_causal_skill_mean,0.8518339981181986
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.70882762828774948
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.2128376085656134
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_causal_skill_mean,-0.0070281681904869053
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_causal_skill_mean,0.84810005389887322
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_effect_nrmse_mean,0.18705697431725457
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_effect_nrmse_mean,0.19599853738316264
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_treated_nrmse_mean,1.0191250227804647
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_treated_nrmse_mean,0.67760467114618694
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,latent_effect_skill_affine_gauge_mean,0.68755957298831338
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,latent_treated_r2_affine_gauge_mean,-0.051616946125366381
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,shared_vector_field_r2_affine_gauge_mean,0.48171950326503643
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,shared_vector_field_cosine_affine_gauge_mean,0.89572129740857998
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,shared_operator_linear_cka_affine_gauge_mean,0.98533145213066964
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_observation_oracle_causal_skill_mean,0.077780240809371071
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,neural_condition_averaged_oracle_causal_skill_mean,0.31882310949842529
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,additive,query_coordinate_fraction_outside_normal_rollout_range,0.22314814814814815
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_condition_averaged_causal_skill_mean,0.024677232321709042
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_condition_averaged_causal_skill_mean,0.81258565145896944
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_pathwise_mean_causal_skill_mean,0.072800363944414359
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_pathwise_mean_causal_skill_mean,0.80544284528351817
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.71280097994580838
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.22945603409801751
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_causal_skill_mean,0.0055002899266016758
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_causal_skill_mean,0.80230958799785079
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_effect_nrmse_mean,0.18588974273792319
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_effect_nrmse_mean,0.22359743841942648
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_treated_nrmse_mean,1.0192984943199777
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_treated_nrmse_mean,0.68645366977065403
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,latent_effect_skill_affine_gauge_mean,0.62097833628626553
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,latent_treated_r2_affine_gauge_mean,-0.16975670182597291
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,shared_vector_field_r2_affine_gauge_mean,0.37562477932103688
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,shared_vector_field_cosine_affine_gauge_mean,0.88468403409967211
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,shared_operator_linear_cka_affine_gauge_mean,0.63431816606066316
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_observation_oracle_causal_skill_mean,0.077780240809371071
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_observation_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,neural_condition_averaged_oracle_causal_skill_mean,0.31882310949842529
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,behavior_condition_averaged_oracle_causal_skill_mean,1
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,black_box,query_coordinate_fraction_outside_normal_rollout_range,0.039814814814814817
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,neural_condition_averaged_causal_skill_mean,-0.061595113461522244
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,behavior_condition_averaged_causal_skill_mean,-0.0037364142269644685
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,neural_pathwise_mean_causal_skill_mean,-0.2532420444672463
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,behavior_pathwise_mean_causal_skill_mean,-0.011188377017997242
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,gauge_true_h_neural_pathwise_mean_causal_skill_mean,0.50252298890434521
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,gauge_true_h_neural_condition_averaged_causal_skill_mean,0.16045215016816583
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,neural_causal_skill_mean,-0.014524491115571081
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,behavior_causal_skill_mean,-0.0037440244405526624
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,neural_effect_nrmse_mean,0.1877519099841238
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,behavior_effect_nrmse_mean,0.50383172103876384
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,neural_treated_nrmse_mean,1.01747845138486
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,behavior_treated_nrmse_mean,0.96134866249720241
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,latent_effect_skill_affine_gauge_mean,0.50113933377530306
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,latent_treated_r2_affine_gauge_mean,0.02133644940391255
teacher_development_smoke,cadence-teacher-rnn-v1-smoke-development-03-25c8dab454b4,linear,shared_vector_field_r2_affine_gauge_mean,-0.47191342815919413
